pid,trial_no,type,stim,rt,history_accessed,jspsych
659d874e294242ce3de681c8,12,outcome,"[3,5]",15931,t,"{""exp_type"":""outcome"",""exp_stim"":""[3,5]"",""response"":null,""rt"":15931,""history_accessed"":true,""trial_number"":12,""jspsych"":""{\""obj1\"":3,\""obj2\"":5,\""truth\"":true,\""trial_number\"":12,\""rt\"":15931,\""history_accessed\"":true}""}"
659d874e294242ce3de681c8,13,outcome,"[11,11]",3077,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,11]"",""response"":null,""rt"":3077,""history_accessed"":false,""trial_number"":13,""jspsych"":""{\""obj1\"":11,\""obj2\"":11,\""truth\"":false,\""trial_number\"":13,\""rt\"":3077,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,14,outcome,"[7,17]",1552,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,17]"",""response"":null,""rt"":1552,""history_accessed"":false,""trial_number"":14,""jspsych"":""{\""obj1\"":7,\""obj2\"":17,\""truth\"":false,\""trial_number\"":14,\""rt\"":1552,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,15,outcome,"[2,11]",1555,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,11]"",""response"":null,""rt"":1555,""history_accessed"":false,""trial_number"":15,""jspsych"":""{\""obj1\"":2,\""obj2\"":11,\""truth\"":true,\""trial_number\"":15,\""rt\"":1555,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,16,outcome,"[7,7]",1355,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,7]"",""response"":null,""rt"":1355,""history_accessed"":false,""trial_number"":16,""jspsych"":""{\""obj1\"":7,\""obj2\"":7,\""truth\"":false,\""trial_number\"":16,\""rt\"":1355,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,17,outcome,"[5,19]",1246,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,19]"",""response"":null,""rt"":1246,""history_accessed"":false,""trial_number"":17,""jspsych"":""{\""obj1\"":5,\""obj2\"":19,\""truth\"":false,\""trial_number\"":17,\""rt\"":1246,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,18,outcome,"[3,11]",2867,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,11]"",""response"":null,""rt"":2867,""history_accessed"":false,""trial_number"":18,""jspsych"":""{\""obj1\"":3,\""obj2\"":11,\""truth\"":true,\""trial_number\"":18,\""rt\"":2867,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,19,outcome,"[19,19]",1263,f,"{""exp_type"":""outcome"",""exp_stim"":""[19,19]"",""response"":null,""rt"":1263,""history_accessed"":false,""trial_number"":19,""jspsych"":""{\""obj1\"":19,\""obj2\"":19,\""truth\"":false,\""trial_number\"":19,\""rt\"":1263,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,20,outcome,"[2,5]",2176,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,5]"",""response"":null,""rt"":2176,""history_accessed"":false,""trial_number"":20,""jspsych"":""{\""obj1\"":2,\""obj2\"":5,\""truth\"":true,\""trial_number\"":20,\""rt\"":2176,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,21,outcome,"[5,17]",1473,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,17]"",""response"":null,""rt"":1473,""history_accessed"":false,""trial_number"":21,""jspsych"":""{\""obj1\"":5,\""obj2\"":17,\""truth\"":false,\""trial_number\"":21,\""rt\"":1473,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,22,outcome,"[3,19]",1233,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,19]"",""response"":null,""rt"":1233,""history_accessed"":false,""trial_number"":22,""jspsych"":""{\""obj1\"":3,\""obj2\"":19,\""truth\"":false,\""trial_number\"":22,\""rt\"":1233,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,23,outcome,"[2,17]",1613,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,17]"",""response"":null,""rt"":1613,""history_accessed"":false,""trial_number"":23,""jspsych"":""{\""obj1\"":2,\""obj2\"":17,\""truth\"":false,\""trial_number\"":23,\""rt\"":1613,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,24,outcome,"[5,11]",1603,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,11]"",""response"":null,""rt"":1603,""history_accessed"":false,""trial_number"":24,""jspsych"":""{\""obj1\"":5,\""obj2\"":11,\""truth\"":true,\""trial_number\"":24,\""rt\"":1603,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,25,outcome,"[5,7]",1411,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,7]"",""response"":null,""rt"":1411,""history_accessed"":false,""trial_number"":25,""jspsych"":""{\""obj1\"":5,\""obj2\"":7,\""truth\"":false,\""trial_number\"":25,\""rt\"":1411,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,26,outcome,"[2,2]",1440,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,2]"",""response"":null,""rt"":1440,""history_accessed"":false,""trial_number"":26,""jspsych"":""{\""obj1\"":2,\""obj2\"":2,\""truth\"":true,\""trial_number\"":26,\""rt\"":1440,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,27,outcome,"[2,13]",1354,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,13]"",""response"":null,""rt"":1354,""history_accessed"":false,""trial_number"":27,""jspsych"":""{\""obj1\"":2,\""obj2\"":13,\""truth\"":true,\""trial_number\"":27,\""rt\"":1354,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,28,outcome,"[3,3]",1192,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,3]"",""response"":null,""rt"":1192,""history_accessed"":false,""trial_number"":28,""jspsych"":""{\""obj1\"":3,\""obj2\"":3,\""truth\"":true,\""trial_number\"":28,\""rt\"":1192,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,29,outcome,"[11,13]",1371,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,13]"",""response"":null,""rt"":1371,""history_accessed"":false,""trial_number"":29,""jspsych"":""{\""obj1\"":11,\""obj2\"":13,\""truth\"":false,\""trial_number\"":29,\""rt\"":1371,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,30,outcome,"[2,7]",1290,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,7]"",""response"":null,""rt"":1290,""history_accessed"":false,""trial_number"":30,""jspsych"":""{\""obj1\"":2,\""obj2\"":7,\""truth\"":true,\""trial_number\"":30,\""rt\"":1290,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,31,outcome,"[17,17]",1186,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,17]"",""response"":null,""rt"":1186,""history_accessed"":false,""trial_number"":31,""jspsych"":""{\""obj1\"":17,\""obj2\"":17,\""truth\"":false,\""trial_number\"":31,\""rt\"":1186,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,32,outcome,"[13,19]",1283,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,19]"",""response"":null,""rt"":1283,""history_accessed"":false,""trial_number"":32,""jspsych"":""{\""obj1\"":13,\""obj2\"":19,\""truth\"":false,\""trial_number\"":32,\""rt\"":1283,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,33,outcome,"[3,13]",1145,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,13]"",""response"":null,""rt"":1145,""history_accessed"":false,""trial_number"":33,""jspsych"":""{\""obj1\"":3,\""obj2\"":13,\""truth\"":true,\""trial_number\"":33,\""rt\"":1145,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,34,outcome,"[7,19]",1100,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,19]"",""response"":null,""rt"":1100,""history_accessed"":false,""trial_number"":34,""jspsych"":""{\""obj1\"":7,\""obj2\"":19,\""truth\"":false,\""trial_number\"":34,\""rt\"":1100,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,35,outcome,"[7,13]",931,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,13]"",""response"":null,""rt"":931,""history_accessed"":false,""trial_number"":35,""jspsych"":""{\""obj1\"":7,\""obj2\"":13,\""truth\"":true,\""trial_number\"":35,\""rt\"":931,\""history_accessed\"":false}""}"
659d874e294242ce3de681c8,36,outcome,"[17,19]",998,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,19]"",""response"":null,""rt"":998,""history_accessed"":false,""trial_number"":36,""jspsych"":""{\""obj1\"":17,\""obj2\"":19,\""truth\"":false,\""trial_number\"":36,\""rt\"":998,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,1,outcome,"[3,5]",7671,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,5]"",""response"":null,""rt"":7671,""history_accessed"":false,""trial_number"":1,""jspsych"":""{\""obj1\"":3,\""obj2\"":5,\""truth\"":true,\""trial_number\"":1,\""rt\"":7671,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,2,outcome,"[7,17]",15582,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,17]"",""response"":null,""rt"":15582,""history_accessed"":false,""trial_number"":2,""jspsych"":""{\""obj1\"":7,\""obj2\"":17,\""truth\"":false,\""trial_number\"":2,\""rt\"":15582,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,3,outcome,"[11,17]",4975,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,17]"",""response"":null,""rt"":4975,""history_accessed"":false,""trial_number"":3,""jspsych"":""{\""obj1\"":11,\""obj2\"":17,\""truth\"":false,\""trial_number\"":3,\""rt\"":4975,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,4,outcome,"[2,11]",3595,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,11]"",""response"":null,""rt"":3595,""history_accessed"":false,""trial_number"":4,""jspsych"":""{\""obj1\"":2,\""obj2\"":11,\""truth\"":true,\""trial_number\"":4,\""rt\"":3595,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,5,outcome,"[11,19]",2417,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,19]"",""response"":null,""rt"":2417,""history_accessed"":false,""trial_number"":5,""jspsych"":""{\""obj1\"":11,\""obj2\"":19,\""truth\"":false,\""trial_number\"":5,\""rt\"":2417,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,6,outcome,"[5,5]",4271,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,5]"",""response"":null,""rt"":4271,""history_accessed"":false,""trial_number"":6,""jspsych"":""{\""obj1\"":5,\""obj2\"":5,\""truth\"":false,\""trial_number\"":6,\""rt\"":4271,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,7,outcome,"[5,19]",1978,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,19]"",""response"":null,""rt"":1978,""history_accessed"":false,""trial_number"":7,""jspsych"":""{\""obj1\"":5,\""obj2\"":19,\""truth\"":false,\""trial_number\"":7,\""rt\"":1978,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,8,outcome,"[2,5]",4280,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,5]"",""response"":null,""rt"":4280,""history_accessed"":false,""trial_number"":8,""jspsych"":""{\""obj1\"":2,\""obj2\"":5,\""truth\"":true,\""trial_number\"":8,\""rt\"":4280,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,9,outcome,"[2,7]",16788,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,7]"",""response"":null,""rt"":16788,""history_accessed"":false,""trial_number"":9,""jspsych"":""{\""obj1\"":2,\""obj2\"":7,\""truth\"":true,\""trial_number\"":9,\""rt\"":16788,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,10,outcome,"[3,3]",3097,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,3]"",""response"":null,""rt"":3097,""history_accessed"":false,""trial_number"":10,""jspsych"":""{\""obj1\"":3,\""obj2\"":3,\""truth\"":true,\""trial_number\"":10,\""rt\"":3097,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,11,outcome,"[11,11]",3760,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,11]"",""response"":null,""rt"":3760,""history_accessed"":false,""trial_number"":11,""jspsych"":""{\""obj1\"":11,\""obj2\"":11,\""truth\"":false,\""trial_number\"":11,\""rt\"":3760,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,12,outcome,"[2,17]",2020,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,17]"",""response"":null,""rt"":2020,""history_accessed"":false,""trial_number"":12,""jspsych"":""{\""obj1\"":2,\""obj2\"":17,\""truth\"":false,\""trial_number\"":12,\""rt\"":2020,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,13,outcome,"[5,11]",2485,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,11]"",""response"":null,""rt"":2485,""history_accessed"":false,""trial_number"":13,""jspsych"":""{\""obj1\"":5,\""obj2\"":11,\""truth\"":true,\""trial_number\"":13,\""rt\"":2485,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,14,outcome,"[19,19]",1897,f,"{""exp_type"":""outcome"",""exp_stim"":""[19,19]"",""response"":null,""rt"":1897,""history_accessed"":false,""trial_number"":14,""jspsych"":""{\""obj1\"":19,\""obj2\"":19,\""truth\"":false,\""trial_number\"":14,\""rt\"":1897,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,15,outcome,"[17,19]",1469,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,19]"",""response"":null,""rt"":1469,""history_accessed"":false,""trial_number"":15,""jspsych"":""{\""obj1\"":17,\""obj2\"":19,\""truth\"":false,\""trial_number\"":15,\""rt\"":1469,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,16,outcome,"[2,2]",2484,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,2]"",""response"":null,""rt"":2484,""history_accessed"":false,""trial_number"":16,""jspsych"":""{\""obj1\"":2,\""obj2\"":2,\""truth\"":true,\""trial_number\"":16,\""rt\"":2484,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,17,outcome,"[2,3]",2081,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,3]"",""response"":null,""rt"":2081,""history_accessed"":false,""trial_number"":17,""jspsych"":""{\""obj1\"":2,\""obj2\"":3,\""truth\"":true,\""trial_number\"":17,\""rt\"":2081,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,18,outcome,"[5,17]",1739,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,17]"",""response"":null,""rt"":1739,""history_accessed"":false,""trial_number"":18,""jspsych"":""{\""obj1\"":5,\""obj2\"":17,\""truth\"":false,\""trial_number\"":18,\""rt\"":1739,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,19,outcome,"[7,11]",2250,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,11]"",""response"":null,""rt"":2250,""history_accessed"":false,""trial_number"":19,""jspsych"":""{\""obj1\"":7,\""obj2\"":11,\""truth\"":true,\""trial_number\"":19,\""rt\"":2250,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,20,outcome,"[3,17]",1522,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,17]"",""response"":null,""rt"":1522,""history_accessed"":false,""trial_number"":20,""jspsych"":""{\""obj1\"":3,\""obj2\"":17,\""truth\"":false,\""trial_number\"":20,\""rt\"":1522,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,21,outcome,"[3,7]",1953,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,7]"",""response"":null,""rt"":1953,""history_accessed"":false,""trial_number"":21,""jspsych"":""{\""obj1\"":3,\""obj2\"":7,\""truth\"":true,\""trial_number\"":21,\""rt\"":1953,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,22,outcome,"[11,13]",1512,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,13]"",""response"":null,""rt"":1512,""history_accessed"":false,""trial_number"":22,""jspsych"":""{\""obj1\"":11,\""obj2\"":13,\""truth\"":false,\""trial_number\"":22,\""rt\"":1512,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,23,outcome,"[2,19]",1701,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,19]"",""response"":null,""rt"":1701,""history_accessed"":false,""trial_number"":23,""jspsych"":""{\""obj1\"":2,\""obj2\"":19,\""truth\"":false,\""trial_number\"":23,\""rt\"":1701,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,24,outcome,"[7,19]",1225,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,19]"",""response"":null,""rt"":1225,""history_accessed"":false,""trial_number"":24,""jspsych"":""{\""obj1\"":7,\""obj2\"":19,\""truth\"":false,\""trial_number\"":24,\""rt\"":1225,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,25,outcome,"[3,19]",1213,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,19]"",""response"":null,""rt"":1213,""history_accessed"":false,""trial_number"":25,""jspsych"":""{\""obj1\"":3,\""obj2\"":19,\""truth\"":false,\""trial_number\"":25,\""rt\"":1213,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,26,outcome,"[3,11]",1313,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,11]"",""response"":null,""rt"":1313,""history_accessed"":false,""trial_number"":26,""jspsych"":""{\""obj1\"":3,\""obj2\"":11,\""truth\"":true,\""trial_number\"":26,\""rt\"":1313,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,27,outcome,"[13,19]",1408,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,19]"",""response"":null,""rt"":1408,""history_accessed"":false,""trial_number"":27,""jspsych"":""{\""obj1\"":13,\""obj2\"":19,\""truth\"":false,\""trial_number\"":27,\""rt\"":1408,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,28,outcome,"[5,13]",1301,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,13]"",""response"":null,""rt"":1301,""history_accessed"":false,""trial_number"":28,""jspsych"":""{\""obj1\"":5,\""obj2\"":13,\""truth\"":true,\""trial_number\"":28,\""rt\"":1301,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,29,outcome,"[13,13]",1513,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,13]"",""response"":null,""rt"":1513,""history_accessed"":false,""trial_number"":29,""jspsych"":""{\""obj1\"":13,\""obj2\"":13,\""truth\"":false,\""trial_number\"":29,\""rt\"":1513,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,30,outcome,"[5,7]",1373,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,7]"",""response"":null,""rt"":1373,""history_accessed"":false,""trial_number"":30,""jspsych"":""{\""obj1\"":5,\""obj2\"":7,\""truth\"":false,\""trial_number\"":30,\""rt\"":1373,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,31,outcome,"[7,7]",1307,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,7]"",""response"":null,""rt"":1307,""history_accessed"":false,""trial_number"":31,""jspsych"":""{\""obj1\"":7,\""obj2\"":7,\""truth\"":false,\""trial_number\"":31,\""rt\"":1307,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,32,outcome,"[7,13]",1495,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,13]"",""response"":null,""rt"":1495,""history_accessed"":false,""trial_number"":32,""jspsych"":""{\""obj1\"":7,\""obj2\"":13,\""truth\"":true,\""trial_number\"":32,\""rt\"":1495,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,33,outcome,"[2,13]",1389,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,13]"",""response"":null,""rt"":1389,""history_accessed"":false,""trial_number"":33,""jspsych"":""{\""obj1\"":2,\""obj2\"":13,\""truth\"":true,\""trial_number\"":33,\""rt\"":1389,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,34,outcome,"[17,17]",1413,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,17]"",""response"":null,""rt"":1413,""history_accessed"":false,""trial_number"":34,""jspsych"":""{\""obj1\"":17,\""obj2\"":17,\""truth\"":false,\""trial_number\"":34,\""rt\"":1413,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,35,outcome,"[3,13]",1943,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,13]"",""response"":null,""rt"":1943,""history_accessed"":false,""trial_number"":35,""jspsych"":""{\""obj1\"":3,\""obj2\"":13,\""truth\"":true,\""trial_number\"":35,\""rt\"":1943,\""history_accessed\"":false}""}"
6634e0e2300e0d377e2cf876,36,outcome,"[13,17]",1650,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,17]"",""response"":null,""rt"":1650,""history_accessed"":false,""trial_number"":36,""jspsych"":""{\""obj1\"":13,\""obj2\"":17,\""truth\"":false,\""trial_number\"":36,\""rt\"":1650,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,1,outcome,"[7,7]",5529,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,7]"",""response"":null,""rt"":5529,""history_accessed"":false,""trial_number"":1,""jspsych"":""{\""obj1\"":7,\""obj2\"":7,\""truth\"":false,\""trial_number\"":1,\""rt\"":5529,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,2,outcome,"[2,7]",8363,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,7]"",""response"":null,""rt"":8363,""history_accessed"":false,""trial_number"":2,""jspsych"":""{\""obj1\"":2,\""obj2\"":7,\""truth\"":true,\""trial_number\"":2,\""rt\"":8363,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,3,outcome,"[5,11]",3966,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,11]"",""response"":null,""rt"":3966,""history_accessed"":false,""trial_number"":3,""jspsych"":""{\""obj1\"":5,\""obj2\"":11,\""truth\"":true,\""trial_number\"":3,\""rt\"":3966,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,4,outcome,"[5,7]",2179,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,7]"",""response"":null,""rt"":2179,""history_accessed"":false,""trial_number"":4,""jspsych"":""{\""obj1\"":5,\""obj2\"":7,\""truth\"":false,\""trial_number\"":4,\""rt\"":2179,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,5,outcome,"[7,13]",3030,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,13]"",""response"":null,""rt"":3030,""history_accessed"":false,""trial_number"":5,""jspsych"":""{\""obj1\"":7,\""obj2\"":13,\""truth\"":true,\""trial_number\"":5,\""rt\"":3030,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,6,outcome,"[2,19]",1512,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,19]"",""response"":null,""rt"":1512,""history_accessed"":false,""trial_number"":6,""jspsych"":""{\""obj1\"":2,\""obj2\"":19,\""truth\"":false,\""trial_number\"":6,\""rt\"":1512,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,7,outcome,"[11,19]",2930,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,19]"",""response"":null,""rt"":2930,""history_accessed"":false,""trial_number"":7,""jspsych"":""{\""obj1\"":11,\""obj2\"":19,\""truth\"":false,\""trial_number\"":7,\""rt\"":2930,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,8,outcome,"[19,19]",5069,f,"{""exp_type"":""outcome"",""exp_stim"":""[19,19]"",""response"":null,""rt"":5069,""history_accessed"":false,""trial_number"":8,""jspsych"":""{\""obj1\"":19,\""obj2\"":19,\""truth\"":false,\""trial_number\"":8,\""rt\"":5069,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,9,outcome,"[5,19]",1619,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,19]"",""response"":null,""rt"":1619,""history_accessed"":false,""trial_number"":9,""jspsych"":""{\""obj1\"":5,\""obj2\"":19,\""truth\"":false,\""trial_number\"":9,\""rt\"":1619,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,10,outcome,"[3,13]",3173,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,13]"",""response"":null,""rt"":3173,""history_accessed"":false,""trial_number"":10,""jspsych"":""{\""obj1\"":3,\""obj2\"":13,\""truth\"":true,\""trial_number\"":10,\""rt\"":3173,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,11,outcome,"[11,11]",2448,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,11]"",""response"":null,""rt"":2448,""history_accessed"":false,""trial_number"":11,""jspsych"":""{\""obj1\"":11,\""obj2\"":11,\""truth\"":false,\""trial_number\"":11,\""rt\"":2448,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,12,outcome,"[3,3]",7805,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,3]"",""response"":null,""rt"":7805,""history_accessed"":false,""trial_number"":12,""jspsych"":""{\""obj1\"":3,\""obj2\"":3,\""truth\"":true,\""trial_number\"":12,\""rt\"":7805,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,13,outcome,"[2,2]",2617,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,2]"",""response"":null,""rt"":2617,""history_accessed"":false,""trial_number"":13,""jspsych"":""{\""obj1\"":2,\""obj2\"":2,\""truth\"":true,\""trial_number\"":13,\""rt\"":2617,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,14,outcome,"[17,19]",1130,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,19]"",""response"":null,""rt"":1130,""history_accessed"":false,""trial_number"":14,""jspsych"":""{\""obj1\"":17,\""obj2\"":19,\""truth\"":false,\""trial_number\"":14,\""rt\"":1130,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,15,outcome,"[11,17]",5331,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,17]"",""response"":null,""rt"":5331,""history_accessed"":false,""trial_number"":15,""jspsych"":""{\""obj1\"":11,\""obj2\"":17,\""truth\"":false,\""trial_number\"":15,\""rt\"":5331,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,16,outcome,"[5,17]",1397,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,17]"",""response"":null,""rt"":1397,""history_accessed"":false,""trial_number"":16,""jspsych"":""{\""obj1\"":5,\""obj2\"":17,\""truth\"":false,\""trial_number\"":16,\""rt\"":1397,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,17,outcome,"[2,3]",2873,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,3]"",""response"":null,""rt"":2873,""history_accessed"":false,""trial_number"":17,""jspsych"":""{\""obj1\"":2,\""obj2\"":3,\""truth\"":true,\""trial_number\"":17,\""rt\"":2873,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,18,outcome,"[2,5]",1073,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,5]"",""response"":null,""rt"":1073,""history_accessed"":false,""trial_number"":18,""jspsych"":""{\""obj1\"":2,\""obj2\"":5,\""truth\"":true,\""trial_number\"":18,\""rt\"":1073,\""history_accessed\"":false}""}"
6637ab2fc7718b737f6c33c0,19,outcome,"[7,17]",1363,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,17]"",""response"":null,""rt"":1363,""history_accessed"":false,""trial_number"":19,""jspsych"":""{\""obj1\"":7,\""obj2\"":17,\""truth\"":false,\""trial_number\"":19,\""rt\"":1363,\""history_accessed\"":false}""}"
