pid,trial_no,type,stim,rt,history_accessed,jspsych
566feba6b937e400052d33b2,1,outcome,"[2,17]",2810,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,17]"",""response"":null,""rt"":2810,""history_accessed"":false,""trial_number"":1,""jspsych"":""{\""obj1\"":2,\""obj2\"":17,\""truth\"":false,\""trial_number\"":1,\""rt\"":2810,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,2,outcome,"[5,5]",1975,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,5]"",""response"":null,""rt"":1975,""history_accessed"":false,""trial_number"":2,""jspsych"":""{\""obj1\"":5,\""obj2\"":5,\""truth\"":false,\""trial_number\"":2,\""rt\"":1975,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,3,outcome,"[2,2]",1949,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,2]"",""response"":null,""rt"":1949,""history_accessed"":false,""trial_number"":3,""jspsych"":""{\""obj1\"":2,\""obj2\"":2,\""truth\"":true,\""trial_number\"":3,\""rt\"":1949,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,4,outcome,"[5,19]",2808,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,19]"",""response"":null,""rt"":2808,""history_accessed"":false,""trial_number"":4,""jspsych"":""{\""obj1\"":5,\""obj2\"":19,\""truth\"":false,\""trial_number\"":4,\""rt\"":2808,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,5,outcome,"[19,19]",1484,f,"{""exp_type"":""outcome"",""exp_stim"":""[19,19]"",""response"":null,""rt"":1484,""history_accessed"":false,""trial_number"":5,""jspsych"":""{\""obj1\"":19,\""obj2\"":19,\""truth\"":false,\""trial_number\"":5,\""rt\"":1484,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,6,outcome,"[3,11]",2355,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,11]"",""response"":null,""rt"":2355,""history_accessed"":false,""trial_number"":6,""jspsych"":""{\""obj1\"":3,\""obj2\"":11,\""truth\"":true,\""trial_number\"":6,\""rt\"":2355,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,7,outcome,"[11,13]",1483,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,13]"",""response"":null,""rt"":1483,""history_accessed"":false,""trial_number"":7,""jspsych"":""{\""obj1\"":11,\""obj2\"":13,\""truth\"":false,\""trial_number\"":7,\""rt\"":1483,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,8,outcome,"[5,17]",1450,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,17]"",""response"":null,""rt"":1450,""history_accessed"":false,""trial_number"":8,""jspsych"":""{\""obj1\"":5,\""obj2\"":17,\""truth\"":false,\""trial_number\"":8,\""rt\"":1450,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,9,outcome,"[7,19]",1191,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,19]"",""response"":null,""rt"":1191,""history_accessed"":false,""trial_number"":9,""jspsych"":""{\""obj1\"":7,\""obj2\"":19,\""truth\"":false,\""trial_number\"":9,\""rt\"":1191,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,10,outcome,"[3,7]",1048,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,7]"",""response"":null,""rt"":1048,""history_accessed"":false,""trial_number"":10,""jspsych"":""{\""obj1\"":3,\""obj2\"":7,\""truth\"":true,\""trial_number\"":10,\""rt\"":1048,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,11,outcome,"[3,19]",1252,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,19]"",""response"":null,""rt"":1252,""history_accessed"":false,""trial_number"":11,""jspsych"":""{\""obj1\"":3,\""obj2\"":19,\""truth\"":false,\""trial_number\"":11,\""rt\"":1252,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,12,outcome,"[2,7]",1061,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,7]"",""response"":null,""rt"":1061,""history_accessed"":false,""trial_number"":12,""jspsych"":""{\""obj1\"":2,\""obj2\"":7,\""truth\"":true,\""trial_number\"":12,\""rt\"":1061,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,13,outcome,"[2,11]",1191,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,11]"",""response"":null,""rt"":1191,""history_accessed"":false,""trial_number"":13,""jspsych"":""{\""obj1\"":2,\""obj2\"":11,\""truth\"":true,\""trial_number\"":13,\""rt\"":1191,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,14,outcome,"[2,5]",1433,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,5]"",""response"":null,""rt"":1433,""history_accessed"":false,""trial_number"":14,""jspsych"":""{\""obj1\"":2,\""obj2\"":5,\""truth\"":true,\""trial_number\"":14,\""rt\"":1433,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,15,outcome,"[3,17]",1212,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,17]"",""response"":null,""rt"":1212,""history_accessed"":false,""trial_number"":15,""jspsych"":""{\""obj1\"":3,\""obj2\"":17,\""truth\"":false,\""trial_number\"":15,\""rt\"":1212,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,16,outcome,"[7,11]",1442,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,11]"",""response"":null,""rt"":1442,""history_accessed"":false,""trial_number"":16,""jspsych"":""{\""obj1\"":7,\""obj2\"":11,\""truth\"":true,\""trial_number\"":16,\""rt\"":1442,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,17,outcome,"[3,5]",1305,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,5]"",""response"":null,""rt"":1305,""history_accessed"":false,""trial_number"":17,""jspsych"":""{\""obj1\"":3,\""obj2\"":5,\""truth\"":true,\""trial_number\"":17,\""rt\"":1305,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,18,outcome,"[11,19]",1456,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,19]"",""response"":null,""rt"":1456,""history_accessed"":false,""trial_number"":18,""jspsych"":""{\""obj1\"":11,\""obj2\"":19,\""truth\"":false,\""trial_number\"":18,\""rt\"":1456,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,19,outcome,"[5,7]",1187,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,7]"",""response"":null,""rt"":1187,""history_accessed"":false,""trial_number"":19,""jspsych"":""{\""obj1\"":5,\""obj2\"":7,\""truth\"":false,\""trial_number\"":19,\""rt\"":1187,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,20,outcome,"[5,11]",1305,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,11]"",""response"":null,""rt"":1305,""history_accessed"":false,""trial_number"":20,""jspsych"":""{\""obj1\"":5,\""obj2\"":11,\""truth\"":true,\""trial_number\"":20,\""rt\"":1305,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,21,outcome,"[3,3]",1387,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,3]"",""response"":null,""rt"":1387,""history_accessed"":false,""trial_number"":21,""jspsych"":""{\""obj1\"":3,\""obj2\"":3,\""truth\"":true,\""trial_number\"":21,\""rt\"":1387,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,22,outcome,"[13,17]",1216,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,17]"",""response"":null,""rt"":1216,""history_accessed"":false,""trial_number"":22,""jspsych"":""{\""obj1\"":13,\""obj2\"":17,\""truth\"":false,\""trial_number\"":22,\""rt\"":1216,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,23,outcome,"[7,7]",1282,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,7]"",""response"":null,""rt"":1282,""history_accessed"":false,""trial_number"":23,""jspsych"":""{\""obj1\"":7,\""obj2\"":7,\""truth\"":false,\""trial_number\"":23,\""rt\"":1282,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,24,outcome,"[13,19]",1283,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,19]"",""response"":null,""rt"":1283,""history_accessed"":false,""trial_number"":24,""jspsych"":""{\""obj1\"":13,\""obj2\"":19,\""truth\"":false,\""trial_number\"":24,\""rt\"":1283,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,25,outcome,"[2,13]",1736,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,13]"",""response"":null,""rt"":1736,""history_accessed"":false,""trial_number"":25,""jspsych"":""{\""obj1\"":2,\""obj2\"":13,\""truth\"":true,\""trial_number\"":25,\""rt\"":1736,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,26,outcome,"[2,19]",1425,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,19]"",""response"":null,""rt"":1425,""history_accessed"":false,""trial_number"":26,""jspsych"":""{\""obj1\"":2,\""obj2\"":19,\""truth\"":false,\""trial_number\"":26,\""rt\"":1425,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,27,outcome,"[17,19]",1227,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,19]"",""response"":null,""rt"":1227,""history_accessed"":false,""trial_number"":27,""jspsych"":""{\""obj1\"":17,\""obj2\"":19,\""truth\"":false,\""trial_number\"":27,\""rt\"":1227,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,28,outcome,"[3,13]",1262,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,13]"",""response"":null,""rt"":1262,""history_accessed"":false,""trial_number"":28,""jspsych"":""{\""obj1\"":3,\""obj2\"":13,\""truth\"":true,\""trial_number\"":28,\""rt\"":1262,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,29,outcome,"[7,17]",1363,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,17]"",""response"":null,""rt"":1363,""history_accessed"":false,""trial_number"":29,""jspsych"":""{\""obj1\"":7,\""obj2\"":17,\""truth\"":false,\""trial_number\"":29,\""rt\"":1363,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,30,outcome,"[13,13]",1364,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,13]"",""response"":null,""rt"":1364,""history_accessed"":false,""trial_number"":30,""jspsych"":""{\""obj1\"":13,\""obj2\"":13,\""truth\"":false,\""trial_number\"":30,\""rt\"":1364,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,31,outcome,"[5,13]",1294,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,13]"",""response"":null,""rt"":1294,""history_accessed"":false,""trial_number"":31,""jspsych"":""{\""obj1\"":5,\""obj2\"":13,\""truth\"":true,\""trial_number\"":31,\""rt\"":1294,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,32,outcome,"[7,13]",1237,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,13]"",""response"":null,""rt"":1237,""history_accessed"":false,""trial_number"":32,""jspsych"":""{\""obj1\"":7,\""obj2\"":13,\""truth\"":true,\""trial_number\"":32,\""rt\"":1237,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,33,outcome,"[11,11]",1400,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,11]"",""response"":null,""rt"":1400,""history_accessed"":false,""trial_number"":33,""jspsych"":""{\""obj1\"":11,\""obj2\"":11,\""truth\"":false,\""trial_number\"":33,\""rt\"":1400,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,34,outcome,"[11,17]",1192,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,17]"",""response"":null,""rt"":1192,""history_accessed"":false,""trial_number"":34,""jspsych"":""{\""obj1\"":11,\""obj2\"":17,\""truth\"":false,\""trial_number\"":34,\""rt\"":1192,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,35,outcome,"[2,3]",1412,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,3]"",""response"":null,""rt"":1412,""history_accessed"":false,""trial_number"":35,""jspsych"":""{\""obj1\"":2,\""obj2\"":3,\""truth\"":true,\""trial_number\"":35,\""rt\"":1412,\""history_accessed\"":false}""}"
566feba6b937e400052d33b2,36,outcome,"[17,17]",1218,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,17]"",""response"":null,""rt"":1218,""history_accessed"":false,""trial_number"":36,""jspsych"":""{\""obj1\"":17,\""obj2\"":17,\""truth\"":false,\""trial_number\"":36,\""rt\"":1218,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,1,outcome,"[3,7]",5870,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,7]"",""response"":null,""rt"":5870,""history_accessed"":false,""trial_number"":1,""jspsych"":""{\""obj1\"":3,\""obj2\"":7,\""truth\"":true,\""trial_number\"":1,\""rt\"":5870,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,2,outcome,"[5,17]",4861,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,17]"",""response"":null,""rt"":4861,""history_accessed"":false,""trial_number"":2,""jspsych"":""{\""obj1\"":5,\""obj2\"":17,\""truth\"":false,\""trial_number\"":2,\""rt\"":4861,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,3,outcome,"[13,13]",4605,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,13]"",""response"":null,""rt"":4605,""history_accessed"":false,""trial_number"":3,""jspsych"":""{\""obj1\"":13,\""obj2\"":13,\""truth\"":false,\""trial_number\"":3,\""rt\"":4605,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,4,outcome,"[2,2]",4133,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,2]"",""response"":null,""rt"":4133,""history_accessed"":false,""trial_number"":4,""jspsych"":""{\""obj1\"":2,\""obj2\"":2,\""truth\"":true,\""trial_number\"":4,\""rt\"":4133,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,5,outcome,"[3,5]",31989,t,"{""exp_type"":""outcome"",""exp_stim"":""[3,5]"",""response"":null,""rt"":31989,""history_accessed"":true,""trial_number"":5,""jspsych"":""{\""obj1\"":3,\""obj2\"":5,\""truth\"":true,\""trial_number\"":5,\""rt\"":31989,\""history_accessed\"":true}""}"
5769a352f48c3b00016737f9,6,outcome,"[5,7]",2621,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,7]"",""response"":null,""rt"":2621,""history_accessed"":false,""trial_number"":6,""jspsych"":""{\""obj1\"":5,\""obj2\"":7,\""truth\"":false,\""trial_number\"":6,\""rt\"":2621,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,7,outcome,"[11,17]",4454,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,17]"",""response"":null,""rt"":4454,""history_accessed"":false,""trial_number"":7,""jspsych"":""{\""obj1\"":11,\""obj2\"":17,\""truth\"":false,\""trial_number\"":7,\""rt\"":4454,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,8,outcome,"[7,19]",153572,t,"{""exp_type"":""outcome"",""exp_stim"":""[7,19]"",""response"":null,""rt"":153572,""history_accessed"":true,""trial_number"":8,""jspsych"":""{\""obj1\"":7,\""obj2\"":19,\""truth\"":false,\""trial_number\"":8,\""rt\"":153572,\""history_accessed\"":true}""}"
5769a352f48c3b00016737f9,9,outcome,"[3,3]",1565,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,3]"",""response"":null,""rt"":1565,""history_accessed"":false,""trial_number"":9,""jspsych"":""{\""obj1\"":3,\""obj2\"":3,\""truth\"":true,\""trial_number\"":9,\""rt\"":1565,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,10,outcome,"[2,17]",16373,t,"{""exp_type"":""outcome"",""exp_stim"":""[2,17]"",""response"":null,""rt"":16373,""history_accessed"":true,""trial_number"":10,""jspsych"":""{\""obj1\"":2,\""obj2\"":17,\""truth\"":false,\""trial_number\"":10,\""rt\"":16373,\""history_accessed\"":true}""}"
5769a352f48c3b00016737f9,11,outcome,"[2,3]",1437,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,3]"",""response"":null,""rt"":1437,""history_accessed"":false,""trial_number"":11,""jspsych"":""{\""obj1\"":2,\""obj2\"":3,\""truth\"":true,\""trial_number\"":11,\""rt\"":1437,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,12,outcome,"[7,7]",1444,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,7]"",""response"":null,""rt"":1444,""history_accessed"":false,""trial_number"":12,""jspsych"":""{\""obj1\"":7,\""obj2\"":7,\""truth\"":false,\""trial_number\"":12,\""rt\"":1444,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,13,outcome,"[2,11]",1637,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,11]"",""response"":null,""rt"":1637,""history_accessed"":false,""trial_number"":13,""jspsych"":""{\""obj1\"":2,\""obj2\"":11,\""truth\"":true,\""trial_number\"":13,\""rt\"":1637,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,14,outcome,"[3,13]",1260,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,13]"",""response"":null,""rt"":1260,""history_accessed"":false,""trial_number"":14,""jspsych"":""{\""obj1\"":3,\""obj2\"":13,\""truth\"":true,\""trial_number\"":14,\""rt\"":1260,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,15,outcome,"[3,19]",940,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,19]"",""response"":null,""rt"":940,""history_accessed"":false,""trial_number"":15,""jspsych"":""{\""obj1\"":3,\""obj2\"":19,\""truth\"":false,\""trial_number\"":15,\""rt\"":940,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,16,outcome,"[19,19]",1052,f,"{""exp_type"":""outcome"",""exp_stim"":""[19,19]"",""response"":null,""rt"":1052,""history_accessed"":false,""trial_number"":16,""jspsych"":""{\""obj1\"":19,\""obj2\"":19,\""truth\"":false,\""trial_number\"":16,\""rt\"":1052,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,17,outcome,"[7,11]",2372,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,11]"",""response"":null,""rt"":2372,""history_accessed"":false,""trial_number"":17,""jspsych"":""{\""obj1\"":7,\""obj2\"":11,\""truth\"":true,\""trial_number\"":17,\""rt\"":2372,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,18,outcome,"[2,5]",900,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,5]"",""response"":null,""rt"":900,""history_accessed"":false,""trial_number"":18,""jspsych"":""{\""obj1\"":2,\""obj2\"":5,\""truth\"":true,\""trial_number\"":18,\""rt\"":900,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,19,outcome,"[3,11]",820,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,11]"",""response"":null,""rt"":820,""history_accessed"":false,""trial_number"":19,""jspsych"":""{\""obj1\"":3,\""obj2\"":11,\""truth\"":true,\""trial_number\"":19,\""rt\"":820,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,20,outcome,"[5,19]",755,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,19]"",""response"":null,""rt"":755,""history_accessed"":false,""trial_number"":20,""jspsych"":""{\""obj1\"":5,\""obj2\"":19,\""truth\"":false,\""trial_number\"":20,\""rt\"":755,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,21,outcome,"[2,13]",3547,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,13]"",""response"":null,""rt"":3547,""history_accessed"":false,""trial_number"":21,""jspsych"":""{\""obj1\"":2,\""obj2\"":13,\""truth\"":true,\""trial_number\"":21,\""rt\"":3547,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,22,outcome,"[17,17]",47539,t,"{""exp_type"":""outcome"",""exp_stim"":""[17,17]"",""response"":null,""rt"":47539,""history_accessed"":true,""trial_number"":22,""jspsych"":""{\""obj1\"":17,\""obj2\"":17,\""truth\"":false,\""trial_number\"":22,\""rt\"":47539,\""history_accessed\"":true}""}"
5769a352f48c3b00016737f9,23,outcome,"[5,5]",1011,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,5]"",""response"":null,""rt"":1011,""history_accessed"":false,""trial_number"":23,""jspsych"":""{\""obj1\"":5,\""obj2\"":5,\""truth\"":false,\""trial_number\"":23,\""rt\"":1011,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,24,outcome,"[7,17]",795,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,17]"",""response"":null,""rt"":795,""history_accessed"":false,""trial_number"":24,""jspsych"":""{\""obj1\"":7,\""obj2\"":17,\""truth\"":false,\""trial_number\"":24,\""rt\"":795,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,25,outcome,"[2,19]",1314,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,19]"",""response"":null,""rt"":1314,""history_accessed"":false,""trial_number"":25,""jspsych"":""{\""obj1\"":2,\""obj2\"":19,\""truth\"":false,\""trial_number\"":25,\""rt\"":1314,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,26,outcome,"[2,7]",1115,f,"{""exp_type"":""outcome"",""exp_stim"":""[2,7]"",""response"":null,""rt"":1115,""history_accessed"":false,""trial_number"":26,""jspsych"":""{\""obj1\"":2,\""obj2\"":7,\""truth\"":true,\""trial_number\"":26,\""rt\"":1115,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,27,outcome,"[13,17]",763,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,17]"",""response"":null,""rt"":763,""history_accessed"":false,""trial_number"":27,""jspsych"":""{\""obj1\"":13,\""obj2\"":17,\""truth\"":false,\""trial_number\"":27,\""rt\"":763,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,28,outcome,"[13,19]",635,f,"{""exp_type"":""outcome"",""exp_stim"":""[13,19]"",""response"":null,""rt"":635,""history_accessed"":false,""trial_number"":28,""jspsych"":""{\""obj1\"":13,\""obj2\"":19,\""truth\"":false,\""trial_number\"":28,\""rt\"":635,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,29,outcome,"[3,17]",786,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,17]"",""response"":null,""rt"":786,""history_accessed"":false,""trial_number"":29,""jspsych"":""{\""obj1\"":3,\""obj2\"":17,\""truth\"":false,\""trial_number\"":29,\""rt\"":786,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,30,outcome,"[5,13]",930,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,13]"",""response"":null,""rt"":930,""history_accessed"":false,""trial_number"":30,""jspsych"":""{\""obj1\"":5,\""obj2\"":13,\""truth\"":true,\""trial_number\"":30,\""rt\"":930,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,31,outcome,"[11,19]",842,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,19]"",""response"":null,""rt"":842,""history_accessed"":false,""trial_number"":31,""jspsych"":""{\""obj1\"":11,\""obj2\"":19,\""truth\"":false,\""trial_number\"":31,\""rt\"":842,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,32,outcome,"[5,11]",1307,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,11]"",""response"":null,""rt"":1307,""history_accessed"":false,""trial_number"":32,""jspsych"":""{\""obj1\"":5,\""obj2\"":11,\""truth\"":true,\""trial_number\"":32,\""rt\"":1307,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,33,outcome,"[11,11]",546,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,11]"",""response"":null,""rt"":546,""history_accessed"":false,""trial_number"":33,""jspsych"":""{\""obj1\"":11,\""obj2\"":11,\""truth\"":false,\""trial_number\"":33,\""rt\"":546,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,34,outcome,"[7,13]",522,f,"{""exp_type"":""outcome"",""exp_stim"":""[7,13]"",""response"":null,""rt"":522,""history_accessed"":false,""trial_number"":34,""jspsych"":""{\""obj1\"":7,\""obj2\"":13,\""truth\"":true,\""trial_number\"":34,\""rt\"":522,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,35,outcome,"[17,19]",625,f,"{""exp_type"":""outcome"",""exp_stim"":""[17,19]"",""response"":null,""rt"":625,""history_accessed"":false,""trial_number"":35,""jspsych"":""{\""obj1\"":17,\""obj2\"":19,\""truth\"":false,\""trial_number\"":35,\""rt\"":625,\""history_accessed\"":false}""}"
5769a352f48c3b00016737f9,36,outcome,"[11,13]",770,f,"{""exp_type"":""outcome"",""exp_stim"":""[11,13]"",""response"":null,""rt"":770,""history_accessed"":false,""trial_number"":36,""jspsych"":""{\""obj1\"":11,\""obj2\"":13,\""truth\"":false,\""trial_number\"":36,\""rt\"":770,\""history_accessed\"":false}""}"
5838861383a1cc0001f3f258,1,outcome,"[3,3]",5356,t,"{""exp_type"":""outcome"",""exp_stim"":""[3,3]"",""response"":null,""rt"":5356,""history_accessed"":true,""trial_number"":1,""jspsych"":""{\""obj1\"":3,\""obj2\"":3,\""truth\"":true,\""trial_number\"":1,\""rt\"":5356,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,2,outcome,"[3,7]",12297,t,"{""exp_type"":""outcome"",""exp_stim"":""[3,7]"",""response"":null,""rt"":12297,""history_accessed"":true,""trial_number"":2,""jspsych"":""{\""obj1\"":3,\""obj2\"":7,\""truth\"":true,\""trial_number\"":2,\""rt\"":12297,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,3,outcome,"[5,19]",6496,t,"{""exp_type"":""outcome"",""exp_stim"":""[5,19]"",""response"":null,""rt"":6496,""history_accessed"":true,""trial_number"":3,""jspsych"":""{\""obj1\"":5,\""obj2\"":19,\""truth\"":false,\""trial_number\"":3,\""rt\"":6496,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,4,outcome,"[13,13]",5983,t,"{""exp_type"":""outcome"",""exp_stim"":""[13,13]"",""response"":null,""rt"":5983,""history_accessed"":true,""trial_number"":4,""jspsych"":""{\""obj1\"":13,\""obj2\"":13,\""truth\"":false,\""trial_number\"":4,\""rt\"":5983,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,5,outcome,"[13,19]",11911,t,"{""exp_type"":""outcome"",""exp_stim"":""[13,19]"",""response"":null,""rt"":11911,""history_accessed"":true,""trial_number"":5,""jspsych"":""{\""obj1\"":13,\""obj2\"":19,\""truth\"":false,\""trial_number\"":5,\""rt\"":11911,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,6,outcome,"[7,17]",18389,t,"{""exp_type"":""outcome"",""exp_stim"":""[7,17]"",""response"":null,""rt"":18389,""history_accessed"":true,""trial_number"":6,""jspsych"":""{\""obj1\"":7,\""obj2\"":17,\""truth\"":false,\""trial_number\"":6,\""rt\"":18389,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,7,outcome,"[7,7]",4963,t,"{""exp_type"":""outcome"",""exp_stim"":""[7,7]"",""response"":null,""rt"":4963,""history_accessed"":true,""trial_number"":7,""jspsych"":""{\""obj1\"":7,\""obj2\"":7,\""truth\"":false,\""trial_number\"":7,\""rt\"":4963,\""history_accessed\"":true}""}"
5838861383a1cc0001f3f258,8,outcome,"[5,7]",3572,f,"{""exp_type"":""outcome"",""exp_stim"":""[5,7]"",""response"":null,""rt"":3572,""history_accessed"":false,""trial_number"":8,""jspsych"":""{\""obj1\"":5,\""obj2\"":7,\""truth\"":false,\""trial_number\"":8,\""rt\"":3572,\""history_accessed\"":false}""}"
5838861383a1cc0001f3f258,9,outcome,"[3,19]",1524,f,"{""exp_type"":""outcome"",""exp_stim"":""[3,19]"",""response"":null,""rt"":1524,""history_accessed"":false,""trial_number"":9,""jspsych"":""{\""obj1\"":3,\""obj2\"":19,\""truth\"":false,\""trial_number\"":9,\""rt\"":1524,\""history_accessed\"":false}""}"
